name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Maruti Swift Dzire VDI,2017,8125,34000,Diesel,Individual,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Mahindra XUV500 W6 2WD,2014,6825,120000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7
Tata Tigor 1.2 Revotron XZ,2018,7150,10000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,5
Mahindra Bolero 2011-2019 SLX,2015,7150,80000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Honda City 2017-2020 GXi,2006,2600,100000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,5
Mahindra Xylo D2,2011,4550,120000,Diesel,Individual,Manual,First Owner,13.0 kmpl,2489 CC,95 bhp,8
Honda City 2017-2020 GXi,2006,2860,100000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,5
Hyundai Grand i10 Sportz,2016,5356,25000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Maruti Wagon R LXI Minor,2009,1638,52000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,5
Maruti Swift Dzire VDI,2013,5590,63000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5
Maruti A-Star Vxi,2009,1690,90000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,5
Tata Tiago 1.2 Revotron XM,2017,4550,60000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5
Maruti Alto LX,2011,2860,35000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5
Mahindra Bolero DI,2011,4940,80000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,7
Ford Figo Diesel ZXI,2010,2600,110000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5
Toyota Fortuner 4x4 MT,2015,26000,20000,Diesel,Individual,Manual,First Owner,12.55 kmpl,2982 CC,168.5 bhp,7
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,7930,90000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,5
BMW X1 sDrive20i xLine,2016,32500,30000,Petrol,Individual,Automatic,Second Owner,15.71 kmpl,1998 CC,189 bhp,5
Maruti Swift Dzire VDI,2017,8060,61000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5
Maruti Omni Limited Edition,2013,1950,66000,Petrol,Individual,Manual,First Owner,14.7 kmpl,796 CC,37 bhp,8
Datsun GO Plus Anniversary Edition,2018,5850,80000,Petrol,Individual,Manual,First Owner,20.62 kmpl,1198 CC,67 bhp,7
Hyundai Creta 1.6 CRDi SX Plus,2017,14950,27000,Diesel,Individual,Manual,Second Owner,19.67 kmpl,1582 CC,126.2 bhp,5
Mahindra KUV 100 G80 K8 Dual Tone,2018,6500,60000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,6
Maruti Wagon R VXI BS IV,2011,3198,139000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,5
Maruti Eeco CNG 5 Seater AC BSIV,2017,5200,60000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,5
Maruti 800 AC,2008,845,10000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4
Ford Ecosport 1.5 Diesel Titanium,2016,9425,30000,Diesel,Individual,Manual,First Owner,21.7 kmpl,1498 CC,98.96 bhp,5
Hyundai Verna 1.6 SX CRDI (O) AT,2014,9568,125000,Diesel,Individual,Automatic,First Owner,22.32 kmpl,1582 CC,126.32 bhp,5
Maruti Swift Dzire VDI,2018,9100,45000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Chevrolet Spark 1.0 LT,2011,1950,30000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,5
Maruti Alto LXi,2010,2340,80500,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5
Toyota Etios Liva VXD,2014,5329.987,200000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,5
Mahindra Bolero 2011-2019 SLX,2013,7150,60000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Maruti 800 AC Uniq,2004,650,18000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4
Maruti Zen D,2006,1040,110000,Diesel,Individual,Manual,Second Owner,20.8 kmpl,1527 CC,58 bhp,5
Maruti Alto LX,2005,1430,90000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5
Honda City 2017-2020 GXi,2006,2340,120000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,5
Maruti Swift Dzire VDI,2017,7865,127000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Maruti Ertiga SHVS ZDI Plus,2017,10400,70000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7
Hyundai i20 1.4 CRDi Sportz,2011,4550,116500,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,5
Hyundai i20 Sportz 1.2,2012,3900,120000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,5
Hyundai Verna Xi (Petrol),2008,2080,100000,Petrol,Individual,Manual,Fourth & Above Owner,13.9 kmpl,1599 CC,103.2 bhp,5
Ford Figo Diesel Titanium,2011,2925,90000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5
Audi Q7 3.0 TDI Quattro,2009,13325,120000,Diesel,Individual,Automatic,Third Owner,12.07 kmpl,2967 CC,241.4 bhp,7
Tata Hexa XTA,2017,16900,40000,Diesel,Individual,Automatic,First Owner,17.6 kmpl,2179 CC,153.86 bhp,7
Volkswagen Ameo 1.5 TDI Comfortline,2018,7280,18000,Diesel,Individual,Manual,First Owner,21.66 kmpl,1498 CC,108.62 bhp,5
Maruti Vitara Brezza LDi Option,2017,8450,70000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Mahindra XUV500 W7 BSIV,2018,14950,29000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,7
Maruti Baleno Delta 1.2,2016,6240,65755,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,12480,2600,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5
Mahindra XUV500 AT W6 2WD,2017,13650,46000,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,140 bhp,7
Hyundai EON Era Plus,2017,4030,15000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5
Maruti Swift Dzire VDI,2014,6500,60000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5
Maruti Alto K10 VXI AGS Optional,2017,4550,15500,Petrol,Individual,Automatic,First Owner,23.95 kmpl,998 CC,67.1 bhp,5
Honda Amaze S i-Dtech,2015,4745,120000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5
Mitsubishi Lancer 2.0 GLd,2008,2145,120000,Diesel,Individual,Manual,Third Owner,14.8 kmpl,1998 CC,68 bhp,5
Tata Spacio Gold-10/6 Str BSII,2007,1300,120000,Diesel,Individual,Manual,Third Owner,14.6 kmpl,2956 CC,63 bhp,10
Mahindra Bolero SLX,2007,3120,80000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7
Mahindra Marazzo M2 BSIV,2019,12025,40000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,7
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,7670,15000,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,5
Tata Aria Pride,2013,6825,110000,Diesel,Individual,Manual,Second Owner,13.7 kmpl,2179 CC,138.1 bhp,7
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,9360,80000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,8
Renault Duster 110PS Diesel RxL AMT,2017,11050,50000,Diesel,Individual,Automatic,First Owner,19.6 kmpl,1461 CC,108.45 bhp,5
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,6370,110000,Diesel,Individual,Automatic,First Owner,11.79 kmpl,2179 CC,120 bhp,8
Honda Amaze S i-Dtech,2013,4225,100000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5
Hyundai Verna CRDi 1.6 AT SX Option,2019,15600,20000,Diesel,Individual,Automatic,First Owner,22.0 kmpl,1582 CC,126.2 bhp,5
Mahindra Bolero 2011-2019 ZLX,2012,5850,135000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Tata Indigo CS LS (TDI) BS-III,2014,3900,50700,Diesel,Individual,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,5
Volkswagen Polo Diesel Highline 1.2L,2013,4745,70000,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,5
Mercedes-Benz New C-Class 200 K AT,2007,6500,120000,Petrol,Individual,Automatic,First Owner,11.7 kmpl,1796 CC,178 bhp,5
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,11700,112000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,8
Hyundai Grand i10 1.2 CRDi Sportz,2018,9100,35000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5
Renault Duster 110PS Diesel RxZ,2017,11440,50000,Diesel,Individual,Manual,First Owner,19.6 kmpl,1461 CC,108.45 bhp,5
Toyota Innova 2.5 GX (Diesel) 7 Seater,2014,9100,121000,Diesel,Individual,Manual,Third Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Mahindra Scorpio 2009-2014 SLE 7S BSIII,2009,4940,120000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,7
Toyota Corolla H2,2006,1950,90000,Petrol,Individual,Manual,Third Owner,13.4 kmpl,1794 CC,125 bhp,5
Maruti Zen Estilo LXI Green (CNG),2014,3055,70000,CNG,Individual,Manual,Second Owner,26.3 km/kg,998 CC,67.1 bhp,5
Renault KWID 1.0 RXT Optional,2018,4160,20000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,5
Renault Duster 85PS Diesel RxL,2015,7150,60000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,5
BMW 5 Series 520d Luxury Line,2016,41600,40000,Diesel,Individual,Automatic,First Owner,18.12 kmpl,1995 CC,190 bhp,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,9750,440000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Mahindra TUV 300 T6 Plus,2017,8385,60000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7
Maruti Wagon R VXI BS IV,2015,3900,110000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Hyundai i20 Active 1.4,2016,7540,152000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,5
Hyundai i20 1.2 Asta,2011,2860,220000,Petrol,Individual,Manual,Fourth & Above Owner,17.0 kmpl,1197 CC,80 bhp,5
Mahindra Bolero 2011-2019 ZLX BSIII,2013,5863,70000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Tata Nexon 1.2 Revotron XZ Plus,2018,11050,50000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,5
Maruti Swift Dzire VDi,2011,3900,125000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Ford Figo 1.2P Trend MT,2016,4550,60000,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,5
Maruti Eeco CNG HTR 5-STR,2014,3900,90000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,63 bhp,5
Maruti Eeco CNG HTR 5-STR,2017,5070,30000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,63 bhp,5
Toyota Innova 2.5 VX (Diesel) 8 Seater,2016,15600,90000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,8
Volkswagen Ameo 1.2 MPI Comfortline,2017,7150,20000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,5
Maruti Swift VDI,2012,3900,110000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,5
Volkswagen Vento Diesel Highline,2012,3900,150000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,5
Hyundai i20 1.4 CRDi Sportz,2012,4550,110000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,5
Hyundai Creta 1.6 CRDi SX Option,2015,11440,120000,Diesel,Individual,Manual,Second Owner,19.67 kmpl,1582 CC,126.2 bhp,5
Hyundai Accent Executive CNG,2010,2080,120000,CNG,Individual,Manual,Second Owner,13.2 km/kg,1495 CC,93.7 bhp,5
Tata Sumo GX,2012,3250,80000,Diesel,Individual,Manual,Fourth & Above Owner,15.3 kmpl,2956 CC,83.8 bhp,7
Hyundai i20 Active 1.4 SX,2016,8580,110000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,5
Tata Zest Revotron 1.2T XMS,2015,5850,40000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5
Volkswagen Polo GT TDI,2012,5200,110000,Diesel,Individual,Manual,Second Owner,19.7 kmpl,1598 CC,103.6 bhp,5
Mahindra Scorpio S7 120,2019,16900,20000,Diesel,Individual,Manual,First Owner,16.36 kmpl,2179 CC,120 bhp,7
Ford Figo Diesel Celebration Edition,2013,2989.987,230000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68.1 bhp,5
Chevrolet Beat LT,2010,1820,60000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,79.4 bhp,5
Maruti Zen Estilo LXI BS IV,2012,2535,35000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,67.1 bhp,5
Hyundai i20 Active Base Petrol,2015,6500,45000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,5
Tata Nano Cx BSIII,2012,780,45000,Petrol,Individual,Manual,First Owner,25.4 kmpl,624 CC,38 bhp,4
Tata Zest Revotron 1.2T XM,2016,5200,25000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5
Hyundai i20 Magna 1.2,2014,5200,10000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Maruti Wagon R VXI Optional,2018,4940,19000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Maruti Baleno Delta 1.2,2019,7527,10000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5
Mahindra KUV 100 G80 K2,2019,5200,25000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,6
Hyundai i10 Magna 1.2 iTech SE,2012,3510,30000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2014,6500,90000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Tata Tiago 1.2 Revotron XT,2017,6175,20000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5
Nissan Terrano XL D Option,2018,11050,48000,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.14 bhp,5
Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,2009,6175,120000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,7
Maruti Swift Dzire Ldi BSIV,2012,4810,210000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Hyundai i10 Magna 1.1L,2010,2431,200400,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,5
Hyundai i10 Magna,2008,2535,110000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Tata Safari DICOR 2.2 LX 4x2,2014,5979.987,38000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.03 bhp,7
Toyota Corolla AE,2004,1755,90000,Petrol,Individual,Manual,Second Owner,13.4 kmpl,1794 CC,125 bhp,5
Maruti Ertiga SHVS ZDI Plus,2017,11050,43000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7
Hyundai Santro Asta BSIV,2018,6500,25000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,5
Maruti Wagon R VXI BS IV,2016,5005,26000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,5
Hyundai Verna CRDi SX,2006,1755,120000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,5
Maruti Alto LXi,2008,1560,70000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5
Honda Accord VTi-L MT,2006,2600,60000,Petrol,Individual,Manual,Third Owner,11.9 kmpl,2354 CC,144 bhp,5
Tata New Safari 3L Dicor LX 4x2,2007,2600,120000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2956 CC,138.1 bhp,7
Maruti Ciaz ZXi,2016,9100,20000,Petrol,Individual,Manual,First Owner,20.73 kmpl,1373 CC,91.1 bhp,5
Tata Indigo CR4,2013,3770,25000,Diesel,Individual,Manual,First Owner,23.57 kmpl,1396 CC,70 bhp,5
Maruti Swift Dzire ZDI Plus,2017,9425,60000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Tata Sumo EX 10/7 Str BSIII,2008,2600,80000,Diesel,Individual,Manual,First Owner,12.2 kmpl,1948 CC,68 bhp,10
Maruti Omni E MPI STD BS IV,2014,2015,80000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,8
Honda Amaze S i-VTEC,2019,8970,1303,Petrol,Dealer,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,5
Audi Q5 35TDI Premium Plus,2018,51675,31800,Diesel,Dealer,Automatic,First Owner,17.01 kmpl,1968 CC,188 bhp,5
Lexus ES 300h,2019,66950,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,5
Jaguar XF 2.0 Diesel Portfolio,2017,41600,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,5
Jeep Wrangler 2016-2019 3.6 4X4,2017,53300,17000,Petrol,Individual,Automatic,First Owner,9.5 kmpl,3604 CC,280 bhp,5
Toyota Camry 2.5 Hybrid,2016,26000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,5
Honda Jazz VX,2016,7150,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,9750,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7
BMW X4 M Sport X xDrive20d,2019,70200,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5
BMW X4 M Sport X xDrive20d,2019,71500,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5
Honda Amaze V CVT Petrol BSIV,2019,10127,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,5
Volvo V40 D3 R-Design,2018,32175,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,5
Mercedes-Benz E-Class Exclusive E 200 BSIV,2019,67600,17000,Petrol,Dealer,Automatic,First Owner,15.0 kmpl,1991 CC,194.4 bhp,5
Land Rover Discovery Sport TD4 SE,2019,58500,21000,Diesel,Dealer,Automatic,First Owner,12.83 kmpl,1999 CC,148.31 bhp,7
Mercedes-Benz S-Class S 350 CDI,2017,78000,37000,Diesel,Dealer,Automatic,First Owner,13.5 kmpl,2987 CC,254.79 bhp,5
BMW 5 Series 520d Sport Line,2018,52000,10000,Diesel,Dealer,Automatic,First Owner,22.48 kmpl,1995 CC,187.74 bhp,5
Hyundai Venue SX Plus Turbo DCT BSIV,2019,14625,3500,Petrol,Dealer,Automatic,First Owner,18.15 kmpl,998 CC,118.35 bhp,5
Audi A4 35 TDI Premium Plus,2016,24686.987,46000,Diesel,Dealer,Automatic,First Owner,18.25 kmpl,1968 CC,187.74 bhp,5
Honda CR-V 2.4L 4WD AT AVN,2017,21450,52000,Petrol,Dealer,Automatic,First Owner,12.0 kmpl,2354 CC,187.4 bhp,5
Maruti Swift VXI,2011,3640,20000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,5
Tata Tigor 1.2 Revotron XE,2019,5850,25000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,5
Maruti Esteem LX - BSIII,2006,1755,70000,Petrol,Individual,Manual,Second Owner,15.9 kmpl,1298 CC,85 bhp,5
Mahindra XUV500 W4,2014,8450,40000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7
Maruti Baleno Delta,2020,8450,7300,Petrol,Individual,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,5
Maruti Ciaz 1.3 Sigma,2018,9750,25000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,5
Maruti Alto LXi,2010,1950,100000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5
Mahindra KUV 100 mFALCON D75 K8,2017,6500,35000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,6
Toyota Etios GD,2012,4043,100000,Diesel,Individual,Manual,First Owner,,,,
Hyundai Verna 1.6 SX,2013,5525,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,5
Hyundai i10 Magna,2010,3380,60000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Volkswagen Polo 1.5 TDI Highline,2014,5200,110000,Diesel,Individual,Manual,Second Owner,20.14 kmpl,1498 CC,88.8 bhp,5
Hyundai i20 2015-2017 Magna 1.4 CRDi,2017,7475,70000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,5
Hyundai Santro Xing GL,2008,2275,40000,Petrol,Individual,Manual,First Owner,0.0 kmpl,1086 CC,62 bhp,5
Maruti SX4 Green Vxi (CNG),2010,3250,90000,CNG,Individual,Manual,Second Owner,21.4 km/kg,1586 CC,103.3 bhp,5
Volkswagen Polo GT TDI,2012,5200,95000,Diesel,Individual,Manual,First Owner,19.7 kmpl,1598 CC,103.6 bhp,5
Mahindra Bolero SLX 2WD BSIII,2011,4550,200000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7
Maruti Swift VDI BSIV,2015,6304.987,30000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5
Maruti Swift VDI BSIV,2015,6304.987,30000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5
Volkswagen CrossPolo 1.5 TDI,2013,4550,70000,Diesel,Individual,Manual,Second Owner,20.14 kmpl,1498 CC,88.5 bhp,5
Toyota Fortuner 4x2 AT TRD Sportivo,2014,18200,80000,Diesel,Individual,Automatic,Second Owner,12.55 kmpl,2982 CC,168.7 bhp,7
Maruti Swift Dzire VDi,2012,3250,100000,Diesel,Individual,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Maruti Swift Dzire ZDI Plus,2017,8515,70000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Honda Jazz 1.5 V i DTEC,2016,6500,30000,Diesel,Individual,Manual,First Owner,27.3 kmpl,1498 CC,98.6 bhp,5
Chevrolet Beat LS,2016,3900,15000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,76.8 bhp,5
Ford Figo Aspire 1.5 TDCi Titanium,2018,8450,21000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,5
Maruti Wagon R VXI 1.2,2014,3900,35000,Petrol,Individual,Manual,First Owner,20.52 kmpl,1197 CC,81.80 bhp,5
Honda Jazz 1.2 VX i VTEC,2016,6175,25000,Petrol,Individual,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,5
Tata Tiago 1.2 Revotron XZ WO Alloy,2017,5850,30000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5
Maruti Swift Dzire VDI,2019,9802,10000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Hyundai i10 Sportz,2013,3900,40000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Hyundai EON Magna Plus,2014,3250,25000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5
Maruti Swift Dzire VDI,2018,9425,15000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Maruti Alto LXi,2008,1235,70000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5
Hyundai Santro Sportz BSIV,2018,6175,7800,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,5
Tata Safari Storme LX,2014,7475,55000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2179 CC,138.1 bhp,7
Tata Tiago 1.2 Revotron XT,2016,4550,30000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5
Mahindra Bolero 2011-2019 SLX,2013,4290,125000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Maruti Swift VXI Deca,2016,6266,50000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5
Ford EcoSport 1.5 TDCi Ambiente BSIV,2017,8125,40000,Diesel,Individual,Manual,Fourth & Above Owner,22.77 kmpl,1498 CC,98.59 bhp,5
Tata Tiago 1.2 Revotron XM Option,2017,4940,30000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5
Chevrolet Beat LT,2016,4030,30000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,76.8 bhp,5
Maruti Swift Dzire VXi,2009,3640,35000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1298 CC,85.8 bhp,5
Renault Duster Petrol RXS CVT,2018,11700,30000,Petrol,Individual,Automatic,First Owner,14.99 kmpl,1498 CC,104.5 bhp,5
Maruti Wagon R VXI Minor,2010,3250,60000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1061 CC,67 bhp,5
Hyundai Verna 1.6 VTVT S,2017,9750,39000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.3 bhp,5
